i_g,erm,RU_val,RU,Robust_val,Robust_mean,opt,z_erm,z_RU,z_opt,z_robust,l_wass_in,l_wass_out,z_wass,l_mom_in,l_mom_out,z_mom,l_wass_mom_in,l_wass_mom_out,z_was_mom
0,5.275352102887286,5.8323071747898245,3.6841560462202665,5.835965566795722,5.27521043242144,5.832021826209526,1.1904716491699219,1.2369119875583996,1.2537002563476562,1.1907398700569816,"[  5.27521035   5.81369108   6.31221051   7.32060451   9.38295168
  13.81242252  24.2835568   52.4820602  145.32238616 548.11996323]","[  5.83596744   6.31623114   6.8147289    7.8394166    9.92819525
  14.42059647  24.99800093  53.59792293 147.94668518 556.98433551]","[1.1907248  1.91630659 2.17600059 2.5267569  2.98124742 3.57014944
 4.33317958 5.3217942  6.60271495 8.26239635]","[5.27521035 5.2832781  5.41276625 5.3054179  5.39812933 5.42854453
 5.29151151 5.28588389 5.33647509 5.45209611]","[5.83596557 5.85503072 6.03316421 5.88943615 6.01477423 6.05321308
 5.86866898 5.8595082  5.9340822  6.08257883]","[1.19073987 1.10062389 0.79346092 1.01059122 0.81547991 0.77052993
 1.06003231 1.0862414  0.92810474 0.73867178]","[[  5.27521035   5.28328576   5.412767     5.30547718   5.39817566
    5.42854139   5.29151585   5.28591647   5.33654702   5.45214874]
 [  5.81363597   5.72570255   5.37907062   5.50758192   5.51386656
    5.35102128   5.44003445   5.68864124   5.43078696   5.40436507]
 [  6.31217434   6.20584161   5.63781879   5.86703562   5.87748048
    5.58110374   5.75202509   6.15191741   5.73165247   5.68569085]
 [  7.32059482   7.15550429   6.24132016   6.619807     6.63593524
    6.14237951   6.43184402   7.07098979   6.40261336   6.32185534]
 [  9.38301722   9.11670582   7.58503457   8.23361127   8.26090536
    7.41075296   7.91375501   8.98082313   7.8564317    7.72476187]
 [ 13.81227914  13.35609129  10.67300609  11.82460448  11.87207981
   10.35767015  11.26032013  13.12210978  11.15627943  10.92362008]
 [ 24.28319626  23.40659662  18.19471092  20.44476968  20.53860613
   17.57181147  19.34533519  22.95487025  19.14372343  18.68588903]
 [ 52.4848615   50.52362843  38.85270379  43.91062307  44.11374495
   37.45301549  41.4376768   49.52204422  40.98352125  39.95777223]
 [145.32431888 139.82733817 107.11161577 121.2700542  121.85667677
  103.15741773 114.34757407 137.02629867 113.03817217 110.19227542]
 [548.17032388 527.2517586  403.70788626 457.20631959 459.46529895
  388.80165343 431.08519945 516.78232629 426.13307418 415.38745563]]","[[  5.83597084   5.85504402   6.03316515   5.88952173   6.01483202
    6.05320911   5.86867589   5.85956131   5.93418229   6.08264462]
 [  6.3161771    6.23072791   5.90676795   6.02348818   6.02931381
    5.88289622   5.96154677   6.19513656   5.95313182   5.9290945 ]
 [  6.81469231   6.70698146   6.1468185    6.36847422   6.37875111
    6.09267651   6.25614099   6.65253314   6.23645394   6.19230555]
 [  7.83940674   7.67203052   6.74298077   7.12730799   7.14369803
    6.64290888   6.93584352   7.58634189   6.90623139   6.82448922]
 [  9.92826163   9.65862355   8.10796139   8.76470827   8.79242445
    7.93124405   8.44084515   9.52094283   8.38292993   8.24942428]
 [ 14.42045088  13.95726326  11.2354719   12.40344913  12.4515268
   10.91625987  11.83088106  13.71932663  11.72548677  11.48955769]
 [ 24.99763651  24.11167043  18.85039885  21.11907817  21.21384916
   18.22280358  20.00957938  23.65484044  19.80631275  19.34495849]
 [ 53.60077082  51.60712768  39.75447832  44.88839147  45.09466566
   38.33474839  42.37765125  50.5891601   41.91668183  40.87570045]
 [147.94864882 142.36391542 109.13483033 123.51322988 124.10904818
  105.1199823  116.48270542 139.5182967  115.15296919 112.26299944]
 [557.03548747 535.78834574 410.30986436 464.6445849  466.93893171
  395.17113346 438.11481518 525.15455492 433.08528241 422.17177856]]","[[1.19069754 1.10057923 0.79345982 1.01040757 0.81540909 0.77053437
  1.06001383 1.08607801 0.92794233 0.73860248]
 [1.91627159 1.85792862 1.52225969 1.67850462 1.68471066 1.47600163
  1.60506581 1.8315889  1.59374965 1.55893009]
 [2.17598479 2.12786359 1.79344861 1.94917477 1.95542607 1.74669763
  1.87594959 2.10221739 1.8620433  1.82943391]
 [2.52675414 2.4786622  2.14431377 2.30009648 2.30608111 2.09758257
  2.22653727 2.4529742  2.21449701 2.18020499]
 [2.981259   2.93309635 2.59887214 2.75465562 2.7607013  2.55207151
  2.68104213 2.90760026 2.66725594 2.63468218]
 [3.57013462 3.52199187 3.18767271 3.34361444 3.3495826  3.14084806
  3.26994034 3.4964443  3.25582327 3.22354355]
 [4.33316017 4.28502758 3.9508108  4.10651755 4.11259857 3.90385629
  4.03291644 4.25943643 4.0189241  3.98653948]
 [5.32186186 5.27357071 4.93936038 5.0953444  5.10121702 4.89248859
  5.02152575 5.24816576 5.0074785  4.97515386]
 [6.6027316  6.55444872 6.22056194 6.37611362 6.3821587  6.17341896
  6.30247659 6.52910876 6.28804614 6.25609537]
 [8.26251119 8.21387632 7.88014308 8.03569707 8.04185791 7.83311529
  7.96216082 8.18880582 7.94771823 7.91579327]]"
1,3.549162161353709,5.953783339607941,2.454222238696981,5.967877915362435,3.5490853362616557,5.832021826209526,0.8768081665039062,0.8974906433740408,1.2537002563476562,0.8770395076901752,"[  3.54908526   4.00389688   4.44356001   5.29679965   7.00546336
  10.66571131  19.12679002  41.87036605 116.52055962 439.58284184]","[  5.96788364   5.9694036    6.27071007   6.96143103   8.48441438
  11.90807281  20.1601131   42.71791498 117.43728066 441.72712971]","[0.87703141 1.61528664 1.88601204 2.23678742 2.69128238 3.28016549
 4.04317351 5.03179282 6.31273367 7.97243174]","[3.54908526 3.56673027 3.55572874 3.55124955 3.6080915  3.56081961
 3.55884233 3.56961936 3.58242196 3.58242268]","[5.96787792 5.88156322 6.04601262 6.00788695 5.84262184 5.89513363
 6.06455641 6.11544461 6.16374061 6.16374311]","[0.87703951 1.02809944 0.77864617 0.8239983  1.15013724 0.99864244
 0.75799679 0.70507379 0.65891849 0.65891619]","[[  3.54908526   3.56671651   3.55572854   3.55123561   3.60808121
    3.5608454    3.55884116   3.56962444   3.5773434    3.57477466]
 [  4.00389683   3.95724785   3.90435749   3.91224301   3.79390709
    4.20654809   3.85072604   3.79710163   3.75691945   3.75904014]
 [  4.44356012   4.37318837   4.29158342   4.30373677   4.11732395
    4.73664497   4.20791282   4.12243509   4.05369717   4.05316299]
 [  5.29679991   5.19015885   5.06529498   5.08409652   4.78965493
    5.73609975   4.93384693   4.79776539   4.69165706   4.68441214]
 [  7.00546337   6.83644961   6.6368056    6.66708066   6.19602613
    7.70050952   6.4246523    6.20943185   6.01258393   6.02106965]
 [ 10.66574065  10.37807957  10.03730954  10.08891834   9.27277231
   11.82576497   9.67253195   9.29615347   8.95277022   8.94933423]
 [ 19.12680161  18.58339118  17.93822605  18.03593529  16.4906174
   21.32143601  17.24608662  16.53390151  15.86626155  15.86127619]
 [ 41.87039999  40.65886305  39.21614821  39.43588946  35.9802278
   46.72997722  37.65687816  36.07749041  34.57693598  34.55908764]
 [116.52061423 113.12650308 109.11388917 109.72006282 100.065298
  130.09485826 104.72979142 100.33668018  96.09090366  96.11121052]
 [439.59415858 426.81744827 411.59468572 413.92692117 377.50689462
  490.78609236 395.1077424  378.52744534 362.49480772 362.46375633]]","[[  5.96790481   5.88159059   6.0460113    6.00773399   5.84262666
    5.89506551   6.06454984   6.11546562   6.14557168   6.13594794]
 [  5.96940357   5.94220314   5.91308505   5.9172599    5.86200429
    6.09977594   5.8863126    5.86322754   5.84920937   5.84987057]
 [  6.27071016   6.21863772   6.15961091   6.16838203   6.03988624
    6.49861185   6.10071992   6.04321777   5.99959548   5.99926627]
 [  6.96143125   6.8709127    6.76610143   6.78176674   6.54112998
    7.34109848   6.65788572   6.54766102   6.46288824   6.45714595]
 [  8.48441439   8.32956415   8.14793272   8.17536301   7.74856795
    9.12082895   7.95530446   7.76063412   7.58456699   7.59210593]
 [ 11.9081009   11.63302495  11.30794109  11.35708334  10.58421153
   13.02215275  10.96159431  10.60621621  10.28361952  10.28039796]
 [ 20.1601245   19.62495283  18.99050916  19.08652412  17.56922932
   22.32064259  18.31033955  17.61164105  16.95761014  16.9527283 ]
 [ 42.71794883  41.50997614  40.07218361  40.29112508  36.8503523
   47.56523873  38.51914128  36.9471237   35.4546759   35.43693101]
 [117.4373354  114.03493032 110.01293673 110.62049661 100.94511844
  131.04759889 105.6191669  101.21703454  96.96323923  96.98358269]
 [441.73849422 428.90792956 413.621205   415.9632249  379.39112188
  493.14753722 397.06526428 380.41591163 364.31684021 364.28566051]]","[[0.8770015  1.02803632 0.77864766 0.8241893  1.15011356 0.99878213
  0.75800396 0.70505292 0.67587892 0.68505305]
 [1.6152866  1.57841661 1.53315566 1.54011526 1.4249865  1.7531106
  1.48322524 1.42840268 1.38377653 1.38623112]
 [1.88601209 1.84913213 1.80384101 1.8108393  1.69572819 2.023904
  1.75395632 1.69913767 1.65193335 1.65155358]
 [2.23678751 2.19987626 2.15467957 2.16161776 2.04649183 2.37484516
  2.10478146 2.04989213 2.00428244 2.00106998]
 [2.69128238 2.65437124 2.60913243 2.61610782 2.50098104 2.82962376
  2.55858774 2.50444819 2.45243392 2.45472643]
 [3.28016919 3.24328635 3.19802538 3.20498966 3.08986164 3.41807519
  3.14762381 3.09331725 3.04148774 3.04095706]
 [4.04317428 4.00629891 3.96104301 3.96800411 3.85288114 4.18141493
  3.91051878 3.85625703 3.80308338 3.80267725]
 [5.03179383 4.99495031 4.94960893 4.95662215 4.84149017 5.16946364
  4.89867825 4.84488023 4.79152507 4.79087651]
 [6.31273426 6.27578236 6.23063924 6.2375643  6.12242769 6.45047883
  6.17937852 6.12581317 6.07176732 6.07203146]
 [7.97246392 7.9355945  7.89019787 7.8972608  7.78213504 8.11015947
  7.83909712 7.78550973 7.73141169 7.73130461]]"
2,6.208861442414653,5.87486267760536,4.899511607237551,5.83661922265437,6.208687053344313,5.832021826209526,1.3212889432907104,1.4579611771859025,1.2537002563476562,1.3213105233123978,"[  6.20868677   6.78955408   7.29909021   8.41154135  10.65209618
  15.45535361  26.76880917  57.25237852 157.77547929 593.646005  ]","[  5.83661858   6.49125875   7.01665934   8.14829411  10.4200509
  15.26069028  26.5998379   57.18604586 157.99830703 594.95568178]","[1.32130582 2.01991507 2.25844926 2.60922467 3.06371921 3.65260257
 4.41561064 5.40423005 6.68517072 8.344869  ]","[6.20868678 6.60998685 6.52515547 6.4181346  6.42147286 6.47372976
 6.80207028 6.42482114 6.65266277 6.6021588 ]","[5.83661922 6.12877192 6.05762929 5.9709719  5.97359662 6.01543336
 6.29507474 5.97622028 6.16515032 6.1221527 ]","[1.32131052 0.69198457 0.76561468 0.87268967 0.86903607 0.81467286
 0.54758558 0.86541635 0.65762134 0.69844965]","[[  6.20868677   6.60998675   6.52513173   6.418132     6.42147526
    6.47345444   6.7994329    6.42503861   6.65132053   6.60247275]
 [  6.78951665   6.23404346   6.30026827   6.27288197   6.32520368
    6.20951519   6.20968117   6.35762317   6.26586742   6.23156092]
 [  7.29909029   6.4108918    6.55575562   6.49855336   6.60788527
    6.3125189    6.31388497   6.67009642   6.48597883   6.40379888]
 [  8.41153193   6.92046702   7.20165707   7.09416404   7.29398854
    6.70102986   6.70431092   7.40198506   7.07021204   6.90561489]
 [ 10.65209797   8.16806164   8.66516464   8.47821623   8.82709566
    7.75933568   7.76563981   9.0255867    8.43574725   8.14057332]
 [ 15.45535344  11.09016041  11.98312372  11.64974846  12.27121831
   10.33714369  10.34897348  12.62811365  11.57359375  11.03951897]
 [ 26.7687895   18.30149376  20.0626739   19.41008321  20.6316343
   16.80006072  16.82346308  21.34522225  19.25985338  18.20239797]
 [ 57.2523167   38.22993281  42.20459278  40.73776629  43.48248129
   34.81869447  34.87200673  45.08420578  40.39818392  38.0050288 ]
 [157.77284073 104.39399642 115.57993296 111.43535848 119.17321432
   94.77546706  94.9248132  123.66975987 110.48125252 103.74755942]
 [593.64358873 391.79729868 434.17927961 418.49448106 447.75302128
  355.46723772 356.03133465 464.75991597 414.87299289 389.40551341]]","[[  5.83661858   6.12877184   6.05760964   5.97096986   5.9735985
    6.01520889   6.29277159   5.97639068   6.16400048   6.12241746]
 [  6.49121997   5.87924026   5.95648411   5.92491529   5.9851726
    5.84057754   5.84102734   6.02277789   5.91685135   5.87608889]
 [  7.01665942   6.08393697   6.24381907   6.18137931   6.29987638
    5.97056347   5.97213342   6.36624779   6.16753911   6.07588097]
 [  8.14828458   6.62619054   6.91614983   6.80502027   7.01145098
    6.39894185   6.40241489   7.12194695   6.78025943   6.61099884]
 [ 10.42005272   7.9015357    8.40489833   8.21574606   8.5689838
    7.48653266   7.49295887   8.77037488   8.17277342   7.87362118]
 [ 15.26069011  10.86305978  11.76651994  11.42944701  12.05769731
   10.10068187  10.11268413  12.41783295  11.35244101  10.81185254]
 [ 26.59981821  18.11750324  19.88129978  19.22769104  20.45133922
   16.61144392  16.63493967  21.16549704  19.07727307  18.01821051]
 [ 57.1859839   38.09405908  42.08377362  40.61126037  43.36672697
   34.67097469  34.72446244  44.97492485  40.27038159  37.86833969]
 [157.9956605  104.45707964 115.6760614  111.51920067 119.28002875
   94.81048942  94.96026814 123.7899838  110.562273   103.80874575]
 [594.95325957 392.61131593 435.09729707 419.37399721 448.7043608
  356.19224757 356.75772518 465.75301103 415.74362093 390.21366678]]","[[1.32130582 0.69198466 0.76563645 0.87269253 0.86903346 0.81494755
  0.54939685 0.86518236 0.65867917 0.69818971]
 [2.01989396 1.46798853 1.59830581 1.55243045 1.63490649 1.34574206
  1.34811195 1.67774108 1.53944213 1.46082118]
 [2.25844929 1.7386723  1.86728873 1.82102833 1.90561247 1.61676913
  1.61876534 1.94781162 1.81017112 1.73114038]
 [2.60922224 2.08945501 2.21855156 2.17179411 2.25643251 1.96751788
  1.96957319 2.29812905 2.1609531  2.08198346]
 [3.0637195  2.54395983 2.67250907 2.626282   2.71084884 2.42204778
  2.42407329 2.75589474 2.61545156 2.53627038]
 [3.65260256 3.13284157 3.26134116 3.21516396 3.29971802 3.01091767
  3.01295101 3.34540335 3.20433367 3.12507789]
 [4.41560966 3.8957914  4.02410523 3.97816484 4.0627692  3.77392859
  3.77593068 4.10949991 3.96733519 3.88813565]
 [5.40422867 4.88436195 5.01258888 4.96680538 5.05113587 4.76254874
  4.76454833 5.09781141 4.9559594  4.87669157]
 [6.68514972 6.1654605  6.29374275 6.2477378  6.33229868 6.04349498
  6.04548296 6.37892517 6.23690232 6.15762743]
 [8.34486391 7.82498538 7.95351589 7.90747593 7.99203428 7.70319447
  7.70517918 8.03867724 7.89660023 7.81732224]]"
3,7.812055480398495,5.9774190176558495,5.834923431164594,5.90582388790394,7.811824645956522,5.832021826209526,1.5203475952148438,1.6254004746804684,1.2537002563476562,1.5205906530414384,"[  7.81182427   8.50474419   9.10096802  10.36967723  13.00046816
  18.65841081  31.93679721  68.03290363 187.1540422  703.68768419]","[  5.9058116    6.95682423   7.66241163   9.06064475  11.84520124
  17.66775911  31.16367539  67.3818554  186.52744633 702.70455012]","[1.52056886 2.23495226 2.47581637 2.81734913 3.27184448 3.86070903
 4.62373453 5.61234877 6.8932752  8.55300542]","[7.81182427 8.01250999 8.04744288 8.83628159 8.54451518 8.22925732
 8.56756724 8.70034684 8.23571174 8.3670337 ]","[5.90582389 5.85312891 5.86453008 6.28960613 6.11105323 5.94149843
 6.12452974 6.20480023 5.94464138 6.01175638]","[1.52059065 1.10714645 1.07142105 0.55189334 0.70945084 0.91627076
 0.69611994 0.62215486 0.91137291 0.81919307]","[[  7.81182427   8.01240099   8.04733038   8.83591432   8.54449601
    8.22941506   8.56756213   8.70184797   8.23584925   8.37115197]
 [  8.50474991   7.91399045   7.87006382   7.83772556   7.81269416
    7.83126498   7.86973625   7.8246415    7.81337654   7.81195323]
 [  9.10095963   8.21305493   8.12091483   7.83076972   7.93025677
    8.01589008   7.81543316   7.84694947   7.88404126   7.90117013]
 [ 10.36963556   8.94719656   8.77732416   8.10508635   8.37823075
    8.5682006    8.02792909   8.16159641   8.27028326   8.31331986]
 [ 13.00049169  10.64154271  10.3397155    9.01778545   9.57675613
    9.95378848   8.82232909   9.14555403   9.36771265   9.4600911 ]
 [ 18.65866565  14.5282774   13.97550295  11.47905875  12.60194974
   13.27015795  11.1333761   11.73178755  12.16916867  12.34112004]
 [ 31.93748836  23.98255707  22.91055561  17.91386435  20.18354253
   21.51307654  17.21341868  18.43373486  19.30937904  19.66171988]
 [ 68.03905782  50.01980008  47.57973647  36.07988684  41.3258593
   44.37950892  34.46361153  37.3145192   39.30872023  40.12067814]
 [187.17666094 136.61420107 129.76031176  97.31048018 112.1288639
  120.73792611  92.71287644 100.80631735 106.43024907 108.73045974]
 [703.77512877 512.61993961 486.70264231 364.04967243 420.12346034
  452.68015666 346.68534091 377.28733916 398.56639745 407.26781541]]","[[  5.90581332   5.85309569   5.86449078   6.28937618   6.11104206
    5.94157517   6.12452675   6.20572435   5.94470837   6.01394408]
 [  6.95683121   6.15454568   6.07737695   5.84594583   5.92344126
    5.99244628   5.83413216   5.85794829   5.88728546   5.90071718]
 [  7.66240201   6.58790736   6.46388555   5.99111694   6.1810637
    6.31321262   5.94055365   6.03038212   6.10338761   6.13313433]
 [  9.06059949   7.48406684   7.28399979   6.44178959   6.8001532
    7.03384396   6.33104476   6.5192836    6.66265929   6.71805985]
 [ 11.84522577   9.35408748   9.02809815   7.56645371   8.19451173
    8.60800022   7.33731011   7.71324235   7.9626263    8.0652555 ]
 [ 17.66801994  13.43039093  12.85940455  10.24902638  11.42901367
   12.12622975   9.88139556  10.51623699  10.97581184  11.15608435]
 [ 31.16437262  23.10126459  22.00920472  16.90545055  19.22781637
   20.58466337  16.18781531  17.43777666  18.33385967  18.69424798]
 [ 67.3880193   49.33504861  46.88775644  35.34084653  40.61089359
   43.67609287  33.71220951  36.58308266  38.58574826  39.40096702]
 [186.55005648 136.00183214 129.14889846  96.69631528 111.51848123
  120.12731869  92.09394234 100.19527047 105.81967825 108.11999807]
 [702.79192348 511.78771088 485.88992172 363.3243497  419.35933759
  451.89257088 345.97154971 376.55306308 397.81744612 406.51277605]]","[[1.52057191 1.10726289 1.07153251 0.55207502 0.70946201 0.91615036
  0.69612287 0.62135031 0.91126924 0.81649835]
 [2.23495504 1.799753   1.73254907 1.37088952 1.5501016  1.64359488
  1.29961393 1.4131178  1.48523904 1.51136304]
 [2.47581352 2.07046379 2.00483868 1.64202279 1.8207834  1.91434816
  1.57603404 1.68583807 1.75633772 1.78207412]
 [2.81733985 2.42126928 2.35554954 1.99239597 2.16967606 2.26506602
  1.92582018 2.03498551 2.10706004 2.13296731]
 [3.27184774 2.87581579 2.81064719 2.44690062 2.62094617 2.71974234
  2.37357893 2.49075074 2.56056135 2.58778122]
 [3.86072968 3.46462416 3.39896549 3.03577515 3.21510332 3.3085588
  2.97304824 3.07911514 3.14973998 3.17621654]
 [4.62376376 4.22767741 4.16244786 3.79873674 3.97817382 4.07163353
  3.7372268  3.84235559 3.91230252 3.93930166]
 [5.61246459 5.21613195 5.15112152 4.7873587  4.96679376 5.06025315
  4.72614073 4.83207827 4.90090645 4.92785546]
 [6.8934271  6.49706656 6.43215237 6.06829645 6.24772969 6.34119256
  6.00687647 6.11304378 6.18176434 6.20881307]
 [8.55316088 8.15656111 8.0916163  7.72799869 7.9074322  8.00089021
  7.66676749 7.77274131 7.84146465 7.86851286]]"
4,7.26064481251285,5.99224508272665,5.813233911067016,5.87019015791806,7.26043597315953,5.832021826209526,1.4463424682617188,1.6433573847401037,1.2537002563476562,1.4466575705883535,"[  7.26043557   7.97316407   8.56417848   9.8376405   12.4126558
  17.96173738  30.93961383  65.90880543 181.26686396 681.80453845]","[  5.87018118   6.83764314   7.48274804   8.81648     11.46704168
  17.03249905  29.96221347  64.70088117 179.03099928 674.38110517]","[1.44663517 2.18583287 2.42085262 2.76591814 3.22041233 3.80929595
 4.57230405 5.5609184  6.84186435 8.50156241]","[7.26043557 7.64676286 7.69139347 7.75996733 7.74443144 8.09767032
 7.53949483 7.97622606 8.30315293 8.30314002]","[5.87019016 5.99485198 6.02366759 6.06926348 6.05886801 6.30628964
 5.92927092 6.21867682 6.45671283 6.45670331]","[1.44665757 0.8405731  0.80470537 0.75288206 0.76424432 0.53882657
 0.93600591 0.61017208 0.42968653 0.42969301]","[[  7.26043557   7.64676289   7.69170212   7.75997809   7.7444276
    8.09777108   7.53972956   7.97635576   8.29360265   7.84161314]
 [  7.97311061   7.27285335   7.26354631   7.28429134   7.26105378
    7.27912435   7.3448601    7.26800742   7.27607178   7.2761087 ]
 [  8.56418423   7.42853808   7.38241875   7.46999365   7.35961475
    7.28164303   7.26048897   7.45769082   7.28517185   7.28525698]
 [  9.83761321   7.95182338   7.84706833   8.04006901   7.80270689
    7.55400111   7.39698959   7.62197824   7.5679509    7.56810098]
 [ 12.41264534   9.2744337    9.07726146   9.43799266   8.97223845
    8.48255723   8.1003494    8.62663264   8.51142364   8.511373  ]
 [ 17.96169481  12.40208874  12.03871178  12.70134784  11.84290594
   10.91041728  10.14834627  11.18960377  10.96891943  10.9685938 ]
 [ 30.93952018  20.21486135  19.48597545  20.80517357  19.0941279
   17.19488863  15.60283063  17.7735312   17.31571908  17.31483119]
 [ 65.90865486  41.76998413  40.11501659  43.11410771  39.22343183
   34.88398175  31.22093696  36.20918885  35.15748581  35.15727561]
 [181.26149015 113.46770634 108.80065345 117.2445508  106.28209999
   94.03437415  83.6723824   97.77749825  94.80477738  94.80652551]
 [681.80424095 425.34118865 407.69366268 439.69519623 398.18717037
  351.78009417 312.50148414 365.96345708 354.70446117 354.70054223]]","[[  5.87015139   5.994852     6.02386915   6.06927068   6.05886543
    6.30636305   5.92940588   6.21876894   6.44968228   6.12445412]
 [  6.83758312   5.92595754   5.89543308   5.95444469   5.8807829
    5.83595715   5.83926239   5.84469607   5.83756312   5.83754094]
 [  7.48275421   6.18613472   6.12126108   6.24230079   6.08768079
    5.94826281   5.86708762   6.22580833   5.95645892   5.95664954]
 [  8.81645169   6.81367801   6.69552718   6.91244666   6.64488615
    6.35000771   6.14210141   6.43265604   6.36702772   6.36721068]
 [ 11.46703104   8.23062154   8.02479106   8.40082647   7.91440194
    7.39516529   6.97969155   7.54943811   7.42614284   7.4260885 ]
 [ 17.03245654  11.45629959  11.08583316  11.75960691  10.88586299
    9.92772428   9.13883942  10.21586156   9.9882241    9.98788736]
 [ 29.96212032  19.28208411  18.55436884  19.87142558  18.16313911
   16.26682618  14.67620469  16.8445809   16.38747018  16.38658366]
 [ 64.7007318   40.72999759  39.08503523  42.06588925  38.19877948
   33.88460632  30.24200326  35.20221155  34.15655034  34.15634134]
 [179.02567747 111.86237989 107.23552121 115.60655806 104.73857644
   92.59498272  82.31967974  96.30646262  93.35888622  93.3606196 ]
 [674.3808108  420.60453198 403.14141232 434.80849043 393.73422705
  347.81158958 308.94248258 361.84695734 350.70544684 350.70156879]]","[[1.44656088 0.84057308 0.80446397 0.75287427 0.76424717 0.53876956
  0.93578174 0.61009323 0.43448706 0.69619391]
 [2.18580729 1.55406547 1.501432   1.59554182 1.47140739 1.31628283
  1.16822206 1.36555181 1.32788466 1.32773694]
 [2.42085457 1.82470413 1.77197508 1.86621169 1.74212827 1.58701214
  1.43875414 1.85436727 1.59827181 1.59852896]
 [2.76591202 2.17554645 2.122547   2.21704034 2.09853737 1.93777064
  1.78955856 1.98717806 1.9482895  1.94840155]
 [3.22041085 2.6300017  2.57714645 2.67153761 2.5474819  2.3927076
  2.24401821 2.44166983 2.40277101 2.40275346]
 [3.80929243 3.21891527 3.16597618 3.26041349 3.13628075 2.98116523
  2.83326762 3.03026895 2.99166995 2.99161178]
 [4.57229998 3.98205669 3.92889566 4.02342428 3.89929341 3.74416057
  3.59587081 3.79364372 3.7546687  3.75459183]
 [5.56091548 4.97056097 4.91748161 5.01204291 4.88790434 4.7327677
  4.58447627 4.78226517 4.74314885 4.7431409 ]
 [6.84182709 6.25160084 6.19848218 6.29298734 6.16884622 6.01371194
  5.86541788 6.06320966 6.02406179 6.02408518]
 [8.50156187 7.91114093 7.85809509 7.95268534 7.82855823 7.67340435
  7.52511569 7.72290086 7.68377143 7.6837576 ]]"
